Index,Number_Classes,Number_Students,Average_Students,Question_Per_Student,PeerEval_Per_Student,RollC_Per_Student,Feedback_Per_Student,Total_Interaction
3417,40,2033,50.825,0.062469257,1.802262666,0.121987211,0.001475652,5116
3418,15,734,48.93333333,0.18119891,2.536784741,4.71253406,0.032697548,11408
3419,11,385,35,0.54025974,4.109090909,8.592207792,0.018181818,12342
3420,27,762,28.22222222,0.077427822,1.515748031,0.291338583,0.001312336,22215
3421,48,2216,46.16666667,0.057310469,0.004512635,4.572202166,0.272563177,13115
3422,35,1739,49.68571429,0.003450259,0,7.268545141,0.005175388,12945
3423,32,1451,45.34375,0.00275672,0,8.417643005,0.00275672,12218
3424,40,1772,44.3,0.241534989,0,4.424379233,0.011286682,16375
3425,43,2623,61,0.054517728,0,2.889439573,0.033549371,13432
3426,47,2351,50.0212766,0.150148873,0,1.970225436,0.002552105,12312
3427,7,335,47.85714286,2.737313433,0,11.31940299,0.110447761,24712
3428,51,2217,43.47058824,0.00270636,0,1.284167794,0.00045106,2854
3429,35,1563,44.65714286,0.028790787,0,1.385796545,0.006397953,4519
3430,26,886,34.07692308,0.14221219,0,2.310383747,0.048532731,4042
3431,24,684,28.5,0.046783626,0,2.137426901,0,16167
3432,17,498,29.29411765,0.002008032,0,2.004016064,0,998
3433,27,925,34.25925926,0.092972973,0,0.486486486,0.002162162,2158
3434,9,247,27.44444444,0.08097166,0,1.48582996,0.004048583,17179
3435,26,569,21.88461538,0,0,0.641476274,0,365
3436,3,126,42,0.325396825,0,1.095238095,0,996
3437,101,3240,32.07920792,0.001234568,0.000308642,0.167592593,0.000308642,547
3438,15,359,23.93333333,0.038997214,0,0.6545961,0,817
3439,68,3117,45.83823529,0.102662817,18.27013154,0.083413539,0.003208213,80727
3440,81,1321,16.30864198,2.814534444,32.94776684,1.656320969,0.070401211,139998
3441,41,1621,39.53658537,0.227637261,18.67859346,8.645280691,0.004935225,150138
3442,50,2352,47.04,0.084183673,9.426445578,0,0.00255102,31220
3443,49,1922,39.2244898,0.236212279,4.426118626,4.722164412,0.057752341,97458
3444,21,817,38.9047619,0.074663403,3.701346389,9.095471236,0.033047736,13717
3445,43,2481,57.69767442,1.018540911,0,9.099959694,0.053607416,56349
3446,9,644,71.55555556,0,0,9.538819876,0.007763975,6148
3447,41,1283,31.29268293,0.19563523,0,1.946219797,0.000779423,7361
3448,30,638,21.26666667,0.031347962,0,2.296238245,0,3552
3449,17,620,36.47058824,0.162903226,0,1.046774194,0.006451613,3974
3450,59,2984,50.57627119,0.007707775,0,0.205764075,0.003351206,1023
3451,1,64,64,0,0,7.484375,0,479
3452,1,29,29,0,0,12.89655172,0,374
3453,2,82,41,0,0,3.146341463,0,258
3454,18,349,19.38888889,0.028653295,0,0.46991404,0,314
3455,14,574,41,0,0,0.277003484,0,159
3456,58,1916,33.03448276,0.75782881,12.75887265,9.591858038,0.008350731,132615
3457,40,982,24.55,0.072301426,19.89918534,2.694501018,0.00101833,22315
3458,62,2174,35.06451613,0.057037718,0,0.638454462,0.003679853,12318
3459,6,245,40.83333333,0,0,4.302040816,0.008163265,1056
3460,8,176,22,0,0,8.767045455,0.005681818,1544
3461,38,1455,38.28947368,0,0,0.580756014,0.002749141,849
3462,5,140,28,0,0,4.428571429,0.007142857,621
3463,9,314,34.88888889,0,0,0.378980892,0,119
3464,58,2210,38.10344828,0.000452489,0,0.051131222,0,113
3465,11,521,47.36363636,0.03646833,0,0.214971209,0.038387716,1879
3466,38,1776,46.73684211,0.064189189,8.548986486,1.366554054,0.009009009,31460
3467,14,364,26,0.549450549,6.304945055,7.211538462,0.074175824,18837
3468,37,2434,65.78378378,0.003697617,0,5.350041085,0.009449466,13622
3469,22,1073,48.77272727,0.318732526,0,8.901211556,0.013979497,23915
3470,36,651,18.08333333,0.728110599,0,8.298003072,0.356374808,14379
3471,22,641,29.13636364,0.001560062,0,5.83775351,0,3742
3472,75,2976,39.68,0.077956989,0,1.067204301,0.008400538,79831
3473,41,2026,49.41463415,0.023692004,0,1.095755183,0.0029615,4214
3474,33,1203,36.45454545,0.104738155,0,1.183707398,0.00166251,3253
3475,37,1286,34.75675676,0,0,0.16874028,0.000777605,218
3476,51,1272,24.94117647,0.019654088,3.518867925,0,0.001572327,4545
3477,66,3081,46.68181818,0.222330412,17.5744888,0.660824408,0.004543979,138685
3478,43,1623,37.74418605,0.255699322,0.001232286,0.349969193,0,6676
3479,23,964,41.91304348,0.531120332,0,1.596473029,0.002074689,4684
3480,3,59,19.66666667,0.525423729,24.55932203,2.203389831,0.016949153,1678
3481,4,204,51,0.078431373,0,3.049019608,0,943
3482,38,1323,34.81578947,0.077097506,3.939531368,1.356764928,0.000755858,8890
3483,36,1150,31.94444444,0.13826087,3.36,5.009565217,0.006086957,15490
3484,1,17,17,0.058823529,0,8.352941176,0,142
3485,9,480,53.33333333,0.877083333,4.747916667,13.75833333,0.00625,32112
3486,19,729,38.36842105,0.327846365,0,4.289437586,0.006858711,14879
3487,9,353,39.22222222,0.025495751,0,6.354107649,0,2410
3488,65,2068,31.81538462,0.353481625,0,1.847678917,0.001450677,34253
3489,21,850,40.47619048,0.077647059,0,0.203529412,0,3892
3490,76,2408,31.68421053,0.088039867,4.651162791,0.027408638,0.004568106,115639
3491,74,2475,33.44594595,0.084040404,0,6.05010101,0.005252525,52324
3492,62,1837,29.62903226,0.161676647,0,4.102885139,0.002721829,113897
3493,15,586,39.06666667,0.312286689,0,5.970989761,0.116040956,7323
3494,48,1471,30.64583333,0.380693406,0,2.369816451,0.005438477,38778
3495,53,1751,33.03773585,0.368932039,0,1.116504854,0,11708
3496,16,384,24,0.265625,0.7734375,5.481770833,0,4312
3497,28,975,34.82142857,0.445128205,3.172307692,1.89025641,0.021538462,19644
3498,2,126,63,0.634920635,0,10.31746032,0.015873016,3348
3499,10,584,58.4,0.299657534,0,2.181506849,0.011986301,5271
3500,2,153,76.5,0.241830065,0,4.509803922,0.026143791,3776
3501,33,1283,38.87878788,0.054559626,0,0.102883866,0.000779423,5228
3502,40,1506,37.65,0.435590969,92.97211155,2.333997344,0.172642762,165657
3503,22,1071,48.68181818,0.022408964,0,0.605042017,0.000933707,1665
3504,35,1956,55.88571429,0.002556237,0,0.054703476,0.000511247,3157
3505,11,499,45.36363636,0.637274549,10.72144289,3.601202405,0.024048096,10020
3506,29,980,33.79310345,0.031632653,2.536734694,0,0,2785
3507,64,2561,40.015625,0.06638032,0.042561499,2.203045685,0.02850449,23959
3508,14,441,31.5,0.646258503,0,12.3537415,0.0861678,17950
3509,33,1337,40.51515152,0.008975318,0,1.051608078,0.020942408,1928
3510,36,1265,35.13888889,0.013438735,0,0.550988142,0,941
3511,17,559,32.88235294,0.123434705,0,0.613595707,0.005366726,14408
3512,3,85,28.33333333,0.082352941,4.047058824,0.2,0.011764706,362
3513,22,561,25.5,0.010695187,0,2.891265597,0.010695187,1637
3514,48,1615,33.64583333,0.00495356,0,0.923219814,0.000619195,1514
3515,18,626,34.77777778,0.653354633,0,1.988817891,0.041533546,27122
3516,25,667,26.68,0,0,0.589205397,0.002998501,395
3517,31,789,25.4516129,0.182509506,2.18504436,6.016476553,0.005069708,7876
3518,42,2222,52.9047619,0.109810981,0,5.134113411,0.078757876,26942
3519,25,1136,45.44,0,0,4.770246479,0.007042254,5427
3520,29,645,22.24137931,0.111627907,0,2.924031008,0.00620155,2549
3521,23,517,22.47826087,0.005802708,0,0.464216634,0,293
3522,51,2080,40.78431373,0.220192308,23.20961538,6.746634615,0.016346154,195452
3523,14,734,52.42857143,0.027247956,0.361035422,0.147138965,0,653
3524,37,1041,28.13513514,0.532180596,0,6.012487992,0.017291066,20645
3525,6,662,110.3333333,0.003021148,0,7.939577039,0.016616314,5555
3526,9,752,83.55555556,0.001329787,0,3.522606383,0.003989362,2652
3527,8,501,62.625,0.001996008,0,4.391217565,0.003992016,2202
3528,32,1126,35.1875,0.012433393,0,0.26731794,0,1143
3529,4,189,47.25,0.116402116,4.158730159,1.126984127,0.005291005,1102
3530,11,413,37.54545455,0.692493947,4.268765133,6.723970944,0.00968523,24748
3531,36,1685,46.80555556,0,0,2.030267062,0.002967359,3426
3532,4,301,75.25,1.475083056,0,10.37541528,0.003322259,20145
3533,31,1428,46.06451613,0.027310924,0,1.595938375,0.016806723,6355
3534,30,1720,57.33333333,0,0,0.310465116,0,534
3535,25,1271,50.84,0.002360346,0,0.686073958,0,872
3536,35,1046,29.88571429,0.099426386,0,0.195028681,0.040152964,1052
3537,40,1017,25.425,0.008849558,0,0.117010816,0,150
3538,35,946,27.02857143,0.367864693,24.00422833,8.644820296,0.021141649,158105
3539,24,910,37.91666667,0.010989011,0.487912088,0,0,444
3540,20,414,20.7,0.125603865,0,2.611111111,0.007246377,3779
3541,26,1106,42.53846154,0.495479204,1.553345389,5.331826401,0.032549729,20376
3542,27,1341,49.66666667,0.015659955,0,0.532438479,0.005965697,1230
3543,4,190,47.5,1.547368421,54.98947368,14.32105263,0.036842105,21892
3544,4,67,16.75,2.447761194,15.19402985,0.059701493,1.253731343,4044
3545,4,194,48.5,0.170103093,5.134020619,14.44329897,0.010309278,4429
3546,31,565,18.22580645,0.479646018,5.053097345,10.90442478,0.026548673,14276
3547,31,491,15.83870968,0.596741344,0.733197556,7.515274949,0.024439919,12807
3548,31,779,25.12903226,0,0,6.599486521,0.001283697,5142
3549,36,590,16.38888889,0.083050847,0,6.16440678,0.003389831,11719
3550,4,170,42.5,0,0,14.78235294,0,2513
3551,16,235,14.6875,0.012765957,0,9.50212766,0,2377
3552,25,370,14.8,0.078378378,0,1.437837838,0.002702703,741
3553,12,236,19.66666667,0.453389831,0,0.521186441,0,10744
3554,17,707,41.58823529,0,0,3.595473833,0.002828854,2544
3555,34,1279,37.61764706,0.15089914,0,1.487099296,0.001563722,7561
3556,3,123,41,0.113821138,37.77235772,1.406504065,0,4819
3557,36,1473,40.91666667,0.126272912,0.001357773,0.60556687,0.005431093,3842
3558,49,1661,33.89795918,0.009030704,0,6.977122216,0.003612282,12558
3559,55,2300,41.81818182,0.000434783,0,2.472173913,0.002173913,5691
3560,21,700,33.33333333,0.045714286,0,2.172857143,0.001428571,2438
3561,58,2128,36.68965517,0.023966165,0,0.460996241,0.000469925,2576
3562,19,806,42.42105263,0.074441687,0,2.633995037,0.00248139,4859
3563,45,1436,31.91111111,0.034818942,0,1.448467967,0.003481894,4874
3564,58,1203,20.74137931,0.046550291,0,0.967581047,0,3629
3565,3,94,31.33333333,0,0,7.095744681,0,667
3566,3,62,20.66666667,0,0,9.661290323,0,599
3567,4,54,13.5,0.185185185,0,3.759259259,0,375
3568,30,851,28.36666667,0.457109283,11.44653349,5.57226792,0.135135135,26787
3569,51,2742,53.76470588,0.13384391,1.32567469,0.011670314,0.002552881,34681
3570,59,1418,24.03389831,0.032440056,0,6.113540197,0.008462623,9455
3571,56,1639,29.26785714,0.24771202,0,1.159243441,0.023184869,63407
3572,10,314,31.4,0.194267516,2.337579618,1.541401274,0.015923567,11722
3573,3,126,42,0,0,1.349206349,0,170
3574,7,349,49.85714286,0.028653295,0,0.478510029,0,297
3575,1,42,42,0,0,3.857142857,0,162
3576,29,940,32.4137931,0.05212766,1.427659574,0.620212766,0,2871
3577,6,230,38.33333333,0.065217391,0,10.73043478,0.013043478,3623
3578,18,889,49.38888889,0.109111361,0,11.05174353,0.022497188,25291
3579,2,78,39,1.666666667,0,4.294871795,0,2041
3580,63,2856,45.33333333,0.088935574,3.524159664,2.020308123,0.011904762,44515
3581,63,2751,43.66666667,0.110868775,3.315521628,1.542348237,0.018538713,16430
3582,27,1627,60.25925926,0.012292563,0.415488629,0.000614628,0,1010
3583,121,3085,25.49586777,0,0,1.28363047,0.001296596,3964
3584,56,1402,25.03571429,0.10128388,0,3.70042796,0.029957204,45457
3585,27,1502,55.62962963,0.097203728,0.385486019,1.636484687,0.005992011,6548
3586,30,1680,56,0.051785714,0,3.741071429,0.008333333,8128
3587,36,1659,46.08333333,0.028933092,0,1.805907173,0.001205546,4524
3588,24,1163,48.45833333,0.070507309,0,0.182287188,0,8705
3589,39,1766,45.28205128,0.024348811,0,11.21347678,0.027180068,20599
3590,24,889,37.04166667,0.003374578,0,0.671541057,0,634
3591,2,51,25.5,0.019607843,0,2.568627451,0,143
3592,9,127,14.11111111,0.05511811,0.078740157,11.95275591,0.078740157,1567
3593,11,164,14.90909091,0.932926829,0,0.87195122,0.012195122,3636
3594,25,1032,41.28,0.036821705,2.373062016,4.449612403,0.000968992,7267
3595,17,396,23.29411765,0.050505051,0,3.022727273,0,1359
3596,12,369,30.75,0.021680217,0,2.72899729,0,1169
3597,12,333,27.75,0.096096096,0,1.546546547,0,848
3598,2,100,50,0.03,0,5.09,0,613
3599,15,443,29.53333333,0.681715576,14.1738149,1.297968397,0.16027088,15550
3600,10,293,29.3,0,0,6.843003413,0.003412969,2006
3601,10,365,36.5,0.071232877,0,5.336986301,0.131506849,2636
3602,2,70,35,0,0,5.457142857,0.014285714,383
3603,25,375,15,0.016,0,1.056,0,396
3604,51,2010,39.41176471,0.410447761,2.522885572,13.21741294,0.030845771,49814
3605,7,227,32.42857143,0.356828194,5.933920705,0,0,3637
3606,28,637,22.75,0.006279435,0,5.028257457,0.001569859,3204
3607,19,591,31.10526316,0.776649746,139.7580372,0.126903553,0.001692047,141922
3608,34,664,19.52941176,0.012048193,2.792168675,0.262048193,0.001506024,2029
3609,82,2434,29.68292683,0.14379622,0.262119967,0.212818406,0.002875924,8086
3610,1,29,29,0,0,9.551724138,0.034482759,278
3611,12,964,80.33333333,0.062240664,0,10.0093361,0.160788382,14991
3612,11,683,62.09090909,0,0,5.856515373,0.120058565,4082
3613,4,166,41.5,0,0,9.415662651,0.012048193,1565
3614,31,804,25.93548387,0.017412935,0,0.583333333,0.024875622,650
3615,38,1609,42.34210526,0,0,1.540087011,0.08763207,2619
3616,33,1671,50.63636364,0.028725314,10.99341712,0.311789348,0.000598444,19582
3617,31,1440,46.4516129,0,0,0.1125,0,162
3618,20,804,40.2,0,0,4.150497512,0.001243781,3338
3619,49,1709,34.87755102,0,0,0.504973669,0,863
3620,19,664,34.94736842,0,0,0.331325301,0,220
3621,20,938,46.9,0,0,0.190831557,0,179
3622,54,1732,32.07407407,0,0,0.06812933,0.002309469,122
3623,55,2001,36.38181818,0.095452274,0,9.883058471,0.131434283,28183
3624,36,1107,30.75,0.047877145,0,2.025293586,0.001806685,3334
3625,27,1016,37.62962963,0.152559055,3.755905512,0.499015748,0.000984252,14359
3626,20,509,25.45,0.082514735,0,3.037328094,0.001964637,11009
3627,30,1293,43.1,0.00154679,0,1.136117556,0.000773395,1530
3628,29,1558,53.72413793,0.046854942,0,0.136071887,0.003851091,1066
3629,20,368,18.4,0.04076087,6.054347826,1.494565217,0.032608696,2906
3630,6,309,51.5,0.01618123,0,2.436893204,0.275080906,1663
3631,4,200,50,0,0,2.36,0,472
3632,43,2378,55.30232558,0.287636669,30.1097561,0.351135408,0.00883095,89973
3633,5,279,55.8,0.537634409,19.65232975,0.225806452,0.111111111,9150
3634,14,636,45.42857143,0.037735849,7.372641509,0.616352201,0.001572327,5082
3635,2,101,50.5,0.782178218,35.0990099,9.445544554,0.217821782,8795
3636,14,352,25.14285714,0.099431818,9.4375,4.821022727,0.014204545,5099
3637,10,315,31.5,0.012698413,6.161904762,1.323809524,0.003174603,2819
3638,9,200,22.22222222,0.075,8.955,4.495,0,3187
3639,21,1117,53.19047619,0.008952551,0.753804834,0.136078782,0,1331
3640,12,691,57.58333333,0.068017366,0,10.05354559,0.280752533,8277
3641,7,287,41,0.111498258,0,11.03484321,0.059233449,3744
3642,30,523,17.43333333,0.732313576,0,5.739961759,0.017208413,20862
3643,15,485,32.33333333,0.024742268,0,3.569072165,0.01443299,1900
3644,19,877,46.15789474,0.044469783,0,1.556442417,0.002280502,2605
3645,8,326,40.75,0,0,3.064417178,0.082822086,1026
3646,10,269,26.9,0,0,3.401486989,0.003717472,916
3647,33,817,24.75757576,0.00244798,0,0.927784578,0.00122399,4747
3648,9,399,44.33333333,0,0,1.478696742,0,590
3649,6,317,52.83333333,0.003154574,0,1.107255521,0.031545741,394
3650,11,496,45.09090909,0,0,0.602822581,0.004032258,301
3651,28,1487,53.10714286,0.057834566,0,0.194351042,0.006052455,10012
3652,20,1110,55.5,0.000900901,0,0.212612613,0.001801802,238
3653,7,282,40.28571429,0,0,0.507092199,0,143
3654,7,335,47.85714286,0.032835821,0,0.310447761,0.005970149,475
3655,14,695,49.64285714,0.033093525,0,0.135251799,0.352517986,1936
3656,3,86,28.66666667,0.011627907,0,1.244186047,0.034883721,147
3657,43,1365,31.74418605,0.163369963,9.586080586,1.863003663,0.005860806,18952
3658,58,1924,33.17241379,0.001559252,0,0.094594595,0.001559252,274
3659,43,1636,38.04651163,0.558679707,3.278728606,6.963325183,0.047066015,45248
3660,43,925,21.51162791,0.010810811,0,2.096216216,0,1939
3661,31,1000,32.25806452,0.002,0,0.313,0,313
3662,30,867,28.9,0.00461361,0,0.252595156,0,219
3663,36,874,24.27777778,0.191075515,0,7.091533181,0.003432494,22181
3664,37,1566,42.32432432,0.058109834,0,1.908684547,0.003831418,4512
3665,10,362,36.2,0.005524862,0,0.555248619,0.011049724,205
3666,2,38,19,0.052631579,0,8.526315789,0.026315789,325
3667,9,189,21,0.105820106,0,2.650793651,0.047619048,928
3668,2,170,85,0.176470588,0,1.852941176,0.011764706,1097
3669,3,33,11,0.090909091,0,22.21212121,0,1057
3670,2,33,16.5,0,0,3.787878788,0,125
3671,28,1193,42.60714286,0.596814753,15.88767812,4.689857502,0.135792121,51365
3672,7,110,15.71428571,0.763636364,14.58181818,9.927272727,0.018181818,3316
3673,18,579,32.16666667,0.312607945,0,9.898100173,0.043177893,8779
3674,4,570,142.5,0,0,0.231578947,0,132
3675,18,449,24.94444444,0.051224944,7.28285078,1.407572383,0.109131403,4607
3676,15,529,35.26666667,0.043478261,0.674858223,1.361058601,0.073724008,1721
3677,9,323,35.88888889,0.024767802,0,1.238390093,0.009287926,517
3678,12,447,37.25,0.020134228,0,0.74049217,0.004474273,639
3679,8,223,27.875,0,0,1.264573991,0.01793722,286
3680,11,405,36.81818182,0.002469136,0,0.661728395,0.012345679,282
3681,19,712,37.47368421,0,0,0.334269663,0.036516854,264
3682,4,117,29.25,0,0,1.786324786,0.017094017,211
3683,8,244,30.5,0.012295082,0,0.766393443,0.012295082,278
3684,19,911,47.94736842,0,0,0.190998902,0,174
3685,11,313,28.45454545,0.022364217,0,0.54313099,0.03514377,304
3686,4,80,20,0,0,1.375,0,110
3687,26,1178,45.30769231,0.474533107,5.271646859,2.048387097,0.01188455,18783
3688,13,458,35.23076923,0.323144105,1.703056769,4.244541485,0.31441048,7647
3689,12,567,47.25,0.058201058,0,4.793650794,0.104056437,4441
3690,5,67,13.4,0,0,2.671641791,0,179
3691,14,616,44,0.727272727,74.98701299,6.194805195,0.349025974,60314
3692,9,340,37.77777778,0.008823529,0,5.635294118,0.029411765,1926
3693,6,278,46.33333333,0.035971223,0,6.54676259,0.014388489,2066
3694,3,95,31.66666667,0.115789474,0,8.210526316,0.084210526,1787
3695,19,504,26.52631579,0,0,1.742063492,0,878
3696,5,108,21.6,0.027777778,0,5.592592593,0.111111111,709
3697,37,1196,32.32432432,0.817725753,17.25,4.230769231,0.421404682,73755
3698,18,746,41.44444444,0.300268097,0,6.77613941,0.002680965,8723
3699,5,103,20.6,0,0,6.485436893,0.019417476,670
3700,3,155,51.66666667,0,0,1.987096774,0,308
3701,1,49,49,0,0,5.673469388,0.020408163,279
3702,16,508,31.75,0.100393701,0,3.354330709,0,2977
3703,3,371,123.6666667,0.172506739,0,0.58490566,0.008086253,6596
3704,39,769,19.71794872,0.046814044,0,0.357607282,0.00130039,685
3705,5,132,26.4,0,0,1.803030303,0,238
3706,34,794,23.35294118,0.003778338,0,0.293450882,0,233
3707,37,612,16.54054054,0.011437908,0,0.379084967,0,232
3708,29,470,16.20689655,0.017021277,0,0.478723404,0.00212766,341
3709,28,588,21,0.008503401,0,0.263605442,0,160
3710,31,983,31.70967742,0.158697864,0,1.599186165,0.006103764,8490
3711,2,130,65,0.007692308,0,7.038461538,0.046153846,923
3712,32,766,23.9375,0.001305483,0,2.272845953,0,1741
3713,4,104,26,0,0,1.269230769,0,132
3714,27,908,33.62962963,0.176211454,8.175110132,6.975770925,0.151982379,15802
3715,28,763,27.25,0.847968545,1.385321101,4.727391874,0.062909567,57267
3716,1,57,57,0.052631579,3.578947368,0.01754386,0,206
3717,66,2738,41.48484848,0.07596786,2.073046019,0.317750183,0.00073046,32828
3718,19,753,39.63157895,0.302788845,0.139442231,1.32934927,0.011952191,8861
3719,4,724,181,0.027624309,0,88.93646409,0.038674033,65185
3720,1,40,40,0.2,0,2.875,0.05,1413
3721,3,46,15.33333333,0,0,15,0,690
3722,37,935,25.27027027,0.562566845,24.91764706,11.14224599,0,51204
3723,11,358,32.54545455,0.304469274,30.29329609,4.712290503,0.008379888,19586
3724,11,304,27.63636364,0.042763158,0,14.13486842,0,4430
3725,21,820,39.04761905,0,0,5.018292683,0.015853659,4128
3726,69,1038,15.04347826,0,0,0.999036609,0.013487476,1051
3727,19,765,40.26315789,0.031372549,0,0.354248366,0,7666
3728,9,157,17.44444444,0.038216561,9.49044586,7.821656051,0.006369427,2734
3729,28,1003,35.82142857,0.084745763,0,5.804586241,0.003988036,8567
3730,2,50,25,0,0,10.54,0,527
3731,2,48,24,0,0,10.10416667,0,485
3732,31,1018,32.83870968,0.144400786,1.603143418,0.574656189,0.001964637,6896
3733,49,867,17.69387755,0,0,0.16839677,0,146
3734,42,1322,31.47619048,0.280635401,0,2.900151286,0.002269289,12142
3735,40,982,24.55,0.064154786,0,0.676171079,0.00101833,1311
3736,39,612,15.69230769,0.405228758,26.08006536,0.282679739,0.004901961,17517
3737,1,38,38,0.105263158,15.68421053,0,0,596
3738,10,340,34,0.267647059,161.6264706,10.57647059,0.002941176,58794
3739,8,234,29.25,0,0,0.52991453,0,124
3740,7,280,40,0.1,27.425,0.035714286,0,7818
3741,5,387,77.4,0,0,2.979328165,0.005167959,1155
3742,18,884,49.11111111,0.161764706,19.55429864,11.30882353,0.058823529,51728
3743,26,1397,53.73076923,0.01789549,0.823192555,9.456692913,0.012168933,14378
3744,14,626,44.71428571,0.001597444,0,6.733226837,0,4215
3745,3,215,71.66666667,0,0,1.181395349,0,254
3746,10,361,36.1,0.379501385,26.59833795,0,0.002770083,11895
3747,22,673,30.59090909,0.44576523,53.04011887,8.572065379,0.069836553,50318
3748,24,452,18.83333333,0,0,1.269911504,0.002212389,575
3749,15,318,21.2,0.20754717,0,0.437106918,0,804
3750,7,251,35.85714286,0.426294821,19.58167331,2.956175299,0.083665339,6821
3751,45,841,18.68888889,0.067776457,3.317479191,2.956004756,0,5604
3752,22,479,21.77272727,0.022964509,0,1.718162839,0.004175365,4814
3753,2,83,41.5,0,0,1.86746988,0.554216867,201
3754,4,210,52.5,0.138095238,24.6,0,0,5166
3755,5,84,16.8,1.261904762,323.7738095,24.97619048,0.571428571,29910
3756,14,492,35.14285714,0.089430894,12.41260163,7.589430894,0.081300813,10393
3757,18,582,32.33333333,0.018900344,0,1.786941581,0.005154639,1272
3758,18,491,27.27777778,0.00203666,0,1.987780041,0.00610998,979
3759,8,261,32.625,0,0,3.45210728,0.011494253,904
3760,12,473,39.41666667,0.010570825,0,1.890063425,0.061310782,1076
3761,5,205,41,0.112195122,0,2.473170732,0.004878049,1184
3762,6,149,24.83333333,0,0,3.275167785,0.006711409,489
3763,4,147,36.75,0,0,3.319727891,0,488
3764,12,458,38.16666667,0.021834061,0,1.063318777,0.170305677,739
3765,19,592,31.15789474,0,0,0.814189189,0,482
3766,12,553,46.08333333,0.032549729,0,0.860759494,0.019891501,797
3767,13,364,28,0.043956044,0,1.151098901,0.019230769,663
3768,5,210,42,0.023809524,0,1.766666667,0.028571429,488
3769,2,86,43,0,0,2.988372093,0.034883721,260
3770,2,68,34,0,0,2.985294118,0.029411765,205
3771,5,148,29.6,0.067567568,0,1.101351351,0.033783784,450
3772,11,215,19.54545455,0.009302326,0,0.688372093,0,148
3773,4,138,34.5,0.101449275,0,1.014492754,0.050724638,274
3774,5,186,37.2,0,0,0.693548387,0.016129032,132
3775,5,178,35.6,0,0,0.713483146,0,127
3776,24,579,24.125,0,0,1.677029361,0,971
3777,22,528,24,0,0,0.861742424,0.003787879,457
3778,22,395,17.95454545,0,0,0.648101266,0,256
3779,6,86,14.33333333,0,0,2.255813953,0.011627907,195
3780,19,390,20.52631579,0,0,2.194871795,0,856
3781,37,1508,40.75675676,0.00397878,0,0.75132626,0.021883289,1166
3782,3,61,20.33333333,0,0,5.016393443,0.032786885,308
3783,14,446,31.85714286,0.098654709,0,5.147982063,0.02690583,2946
3784,17,535,31.47058824,0.007476636,0,1.119626168,0.001869159,736
3785,16,438,27.375,0.00456621,0,1.189497717,0.002283105,522
3786,8,204,25.5,0.132352941,0,2.416666667,0.034313725,1361
3787,2,109,54.5,0.036697248,0,4.183486239,0.128440367,559
3788,4,182,45.5,0,0,2.456043956,0.005494505,448
3789,7,135,19.28571429,0.2,0,3.17037037,0.274074074,935
3790,3,123,41,0.048780488,0,2.959349593,0.146341463,482
3791,16,408,25.5,0,0,0.703431373,0,287
3792,16,368,23,0.008152174,0,0.747282609,0.010869565,355
3793,3,36,12,0,0,7.277777778,0,262
3794,12,320,26.66666667,0,0,0.746875,0,239
3795,1,43,43,0,0,4.395348837,0,189
3796,16,284,17.75,0,0,0.651408451,0,185
3797,64,1831,28.609375,0.002184599,0,0.386127799,0.001092299,847
3798,7,344,49.14285714,0,0,0.401162791,0.002906977,139
3799,5,237,47.4,0.270042194,18.67932489,1.215189873,0.021097046,5536
3800,3,67,22.33333333,0.268656716,0,3.850746269,0.014925373,412
3801,6,240,40,0,0,1.525,0,366
3802,39,1099,28.17948718,0.084622384,0,0.740673339,0.001819836,1632
3803,25,716,28.64,0.020949721,0,0.413407821,0,518
3804,33,886,26.84848485,0.231376975,20.45146727,3.883747178,0,22088
3805,34,824,24.23529412,0,0,0.458737864,0.001213592,379
3806,13,554,42.61538462,0.050541516,0,8.47833935,0.010830325,5635
3807,4,94,23.5,0.659574468,0,1.106382979,0.106382979,724
3808,33,1266,38.36363636,0.022116904,0,0.898104265,0.011058452,1418
3809,31,1061,34.22580645,0,0,0.126295947,0,134
3810,33,1068,32.36363636,0.054307116,1.292134831,7.323970037,0.025280899,10306
3811,32,1378,43.0625,0.079825835,0,3.608127721,0.007256894,9631
3812,37,1516,40.97297297,0.030343008,0,1.640501319,0,3507
3813,10,443,44.3,1.060948081,31.9255079,6.011286682,0.006772009,16809
3814,37,1743,47.10810811,0.242685026,20.08605852,2.021227768,0.004589788,62695
3815,22,928,42.18181818,0.050646552,1.043103448,0.398706897,0.005387931,1499
3816,38,1167,30.71052632,0.389031705,0,0.593830334,0.001713796,10782
3817,3,34,11.33333333,0.882352941,0,10.17647059,0,684
3818,25,1418,56.72,0.167842031,6.415373766,0.847672779,0.013399154,14838
3819,29,1251,43.13793103,0.138289369,5.931254996,11.29656275,0.004796163,25483
3820,29,1316,45.37931034,0.044072948,0,8.595744681,0.007598784,14160
3821,1,41,41,0.073170732,0,4.804878049,0.195121951,251
3822,4,168,42,0,0,0.821428571,0,138
3823,9,320,35.55555556,0,0,0.540625,0.003125,174
3824,19,784,41.26315789,0,0,2.12372449,0.00255102,1667
3825,19,1036,54.52631579,0,0,1.522200772,0.007722008,1585
3826,16,693,43.3125,0,0,1.694083694,0.001443001,1175
3827,7,385,55,0,0,0.628571429,0,242
3828,10,506,50.6,0,0,0.407114625,0,206
3829,4,262,65.5,0,0,0.683206107,0,179
